#Sensor,HR,PULSE,RESP,SpO2,HR_L,PULSE_L,RESP_L,Spo2_L
12,92,92,20,96,0,0,0,0
12,92,92,20,96,0,0,0,0
12,91,92,20,96,0,0,0,0
12,91,92,20,96,0,0,0,0
12,91,91,20,96,0,0,0,0
12,91,91,20,96,0,0,0,0
12,91,91,20,96,0,0,0,0
12,91,91,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,91,90,20,96,0,0,0,0
12,92,90,20,96,0,0,0,0
12,92,90,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,92,19,97,0,0,0,0
12,92,92,19,97,0,0,0,0
12,92,92,19,97,0,0,0,0
12,92,92,19,97,0,0,0,0
12,92,92,19,97,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,91,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,91,19,96,0,0,0,0
12,92,92,19,96,0,0,0,0
12,91,92,19,96,0,0,0,0
12,91,92,19,95,0,0,0,0
12,91,92,19,95,0,0,0,0
12,91,92,19,95,0,0,0,0
12,90,91,19,95,0,0,0,0
13,66,66,4,100,0,0,1,0
13,66,66,3,100,0,0,1,0
13,66,66,3,100,0,0,1,0
13,66,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,8,100,0,0,1,0
13,67,66,9,100,0,0,1,0
13,67,66,9,100,0,0,1,0
13,67,66,9,100,0,0,1,0
13,67,66,9,100,0,0,1,0
13,67,66,9,100,0,0,1,0
13,68,67,9,100,0,0,1,0
13,67,67,9,100,0,0,1,0
13,68,67,9,100,0,0,1,0
13,68,67,9,100,0,0,1,0
13,68,67,8,100,0,0,1,0
13,67,67,7,100,0,0,1,0
13,68,67,6,100,0,0,1,0
13,67,67,5,100,0,0,1,0
13,67,67,4,100,0,0,1,0
13,67,67,4,100,0,0,1,0
13,67,67,2,100,0,0,1,0
13,67,67,2,100,0,0,1,0
13,67,67,1,100,0,0,1,0
13,67,67,1,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,99,0,0,1,0
13,67,66,0,99,0,0,1,0
13,67,67,19,100,0,0,0,0
13,67,67,19,100,0,0,0,0
13,67,67,19,100,0,0,0,0
13,67,67,18,100,0,0,0,0
13,67,67,18,100,0,0,0,0
13,67,66,18,100,0,0,0,0
13,67,66,18,100,0,0,0,0
13,67,66,18,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,66,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,66,66,15,100,0,0,0,0
13,67,66,15,100,0,0,0,0
13,67,66,14,100,0,0,0,0
13,66,66,13,100,0,0,1,0
13,66,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,13,100,0,0,1,0
13,66,66,13,100,0,0,1,0
13,66,66,13,100,0,0,1,0
13,66,66,13,100,0,0,1,0
13,66,66,13,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,99,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,12,100,0,0,1,0
13,67,66,11,100,0,0,1,0
13,67,66,10,100,0,0,1,0
13,67,66,10,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,65,0,100,0,0,1,0
13,67,65,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,67,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,16,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,17,100,0,0,0,0
13,67,66,16,100,0,0,0,0
13,67,67,15,100,0,0,0,0
13,67,67,14,100,0,0,0,0
13,67,67,13,100,0,0,1,0
13,67,67,12,100,0,0,1,0
13,67,67,11,100,0,0,1,0
13,67,67,10,100,0,0,1,0
13,67,67,9,100,0,0,1,0
13,67,67,8,100,0,0,1,0
13,67,67,8,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,66,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,99,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
13,67,66,0,100,0,0,1,0
14,94,95,14,99,0,0,0,0
14,94,95,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,95,14,99,0,0,0,0
14,94,95,14,99,0,0,0,0
14,93,95,14,99,0,0,0,0
14,93,95,14,99,0,0,0,0
14,93,95,14,99,0,0,0,0
14,94,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,15,99,0,0,0,0
14,94,94,15,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,15,99,0,0,0,0
14,94,94,15,99,0,0,0,0
14,95,94,16,99,0,0,0,0
14,95,94,16,99,0,0,0,0
14,95,94,16,99,0,0,0,0
14,95,94,17,99,0,0,0,0
14,95,95,20,99,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,94,23,100,0,0,1,0
14,95,94,23,100,0,0,1,0
14,95,94,23,100,0,0,1,0
14,95,95,21,100,0,0,1,0
14,95,95,21,100,0,0,1,0
14,95,95,22,100,0,0,1,0
14,95,95,22,99,0,0,1,0
14,95,95,22,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,93,21,98,0,0,1,0
14,95,93,21,98,0,0,1,0
14,94,93,21,98,0,0,1,0
14,94,93,21,98,0,0,1,0
14,94,93,21,98,0,0,1,0
14,94,94,21,98,0,0,1,0
14,94,94,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,94,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,95,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,14,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,99,0,0,0,0
14,96,95,16,99,0,0,0,0
14,96,95,16,99,0,0,0,0
14,96,95,15,99,0,0,0,0
14,95,95,17,99,0,0,0,0
14,95,95,17,99,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,20,98,0,0,0,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,96,94,21,99,0,0,1,0
14,96,94,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,94,21,99,0,0,1,0
14,95,95,21,100,0,0,1,0
14,95,95,18,100,0,0,0,0
14,95,95,18,100,0,0,0,0
14,95,95,18,100,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,95,20,99,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,96,95,18,98,0,0,0,0
14,96,95,18,98,0,0,0,0
14,96,95,18,98,0,0,0,0
14,96,95,17,99,0,0,0,0
14,96,95,17,99,0,0,0,0
14,96,95,17,99,0,0,0,0
14,96,96,17,100,0,0,0,0
14,96,96,18,100,0,0,0,0
14,95,96,18,100,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,96,18,99,0,0,0,0
14,95,96,17,99,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,21,98,0,0,1,0
14,96,95,21,98,0,0,1,0
14,96,95,21,98,0,0,1,0
14,96,95,21,98,0,0,1,0
14,96,95,18,99,0,0,0,0
14,95,94,18,99,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,100,0,0,0,0
14,95,94,18,99,0,0,0,0
14,95,95,18,99,0,0,0,0
14,94,95,18,98,0,0,0,0
14,94,95,18,98,0,0,0,0
14,94,95,18,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,94,95,19,98,0,0,0,0
14,94,95,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,20,98,0,0,0,0
14,95,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,22,98,0,0,1,0
14,96,95,25,98,0,0,1,0
14,96,95,25,98,0,0,1,0
14,96,95,25,98,0,0,1,0
14,96,95,25,98,0,0,1,0
14,96,96,21,99,0,0,1,0
14,96,96,21,99,0,0,1,0
14,96,96,21,99,0,0,1,0
14,96,96,21,99,0,0,1,0
14,96,96,21,99,0,0,1,0
14,95,96,21,99,0,0,1,0
14,95,96,21,99,0,0,1,0
14,95,96,21,98,0,0,1,0
14,95,96,21,98,0,0,1,0
14,95,96,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,95,95,21,98,0,0,1,0
14,94,95,17,98,0,0,0,0
14,94,94,17,98,0,0,0,0
14,95,94,17,98,0,0,0,0
14,94,94,17,98,0,0,0,0
14,94,94,17,98,0,0,0,0
14,94,94,16,99,0,0,0,0
14,94,94,16,99,0,0,0,0
14,94,94,16,99,0,0,0,0
14,94,95,16,99,0,0,0,0
14,93,95,15,99,0,0,0,0
14,93,95,15,99,0,0,0,0
14,93,94,15,99,0,0,0,0
14,93,94,15,98,0,0,0,0
14,95,94,15,98,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,94,94,14,99,0,0,0,0
14,95,94,14,99,0,0,0,0
14,95,94,14,99,0,0,0,0
14,95,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,94,13,99,0,0,1,0
14,94,95,13,99,0,0,1,0
14,94,95,12,99,0,0,1,0
14,94,95,12,99,0,0,1,0
14,94,95,12,99,0,0,1,0
14,94,95,12,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,13,99,0,0,1,0
14,95,95,14,99,0,0,0,0
14,95,95,14,99,0,0,0,0
14,96,95,14,99,0,0,0,0
14,96,95,15,99,0,0,0,0
14,96,95,15,99,0,0,0,0
14,96,95,15,99,0,0,0,0
14,96,95,15,99,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,15,98,0,0,0,0
14,96,95,16,98,0,0,0,0
14,96,95,16,98,0,0,0,0
14,96,95,17,98,0,0,0,0
14,96,95,17,98,0,0,0,0
14,96,96,20,98,0,0,0,0
14,96,96,20,98,0,0,0,0
14,96,96,20,98,0,0,0,0
14,96,96,20,98,0,0,0,0
14,96,96,21,98,0,0,1,0
14,96,96,24,98,0,0,1,0
14,96,96,24,98,0,0,1,0
14,96,96,24,98,0,0,1,0
14,96,96,23,98,0,0,1,0
14,96,96,22,98,0,0,1,0
14,96,96,22,98,0,0,1,0
14,96,96,23,98,0,0,1,0
14,96,96,23,99,0,0,1,0
14,96,95,26,99,0,0,1,0
14,95,95,26,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,25,99,0,0,1,0
14,96,95,25,99,0,0,1,0
14,96,95,22,99,0,0,1,0
14,96,95,22,99,0,0,1,0
14,96,95,22,99,0,0,1,0
14,96,95,22,99,0,0,1,0
14,96,95,21,99,0,0,1,0
14,96,95,21,99,0,0,1,0
14,96,95,20,99,0,0,0,0
14,96,95,20,99,0,0,0,0
14,96,95,21,99,0,0,1,0
14,95,95,21,99,0,0,1,0
14,95,96,21,99,0,0,1,0
14,95,96,21,98,0,0,1,0
14,95,96,19,98,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,96,19,98,0,0,0,0
14,95,95,19,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,16,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,17,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,95,18,98,0,0,0,0
14,95,94,19,99,0,0,0,0
14,96,93,19,100,0,0,0,0
14,96,93,19,100,0,0,0,0
14,96,92,19,100,0,0,0,0
14,95,92,18,100,0,0,0,0
14,95,92,19,100,0,0,0,0
14,95,92,19,100,0,0,0,0
14,95,93,19,100,0,0,0,0
14,95,93,20,100,0,0,0,0
14,95,94,20,100,0,0,0,0
14,95,95,23,100,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,23,98,0,0,1,0
14,95,95,24,98,0,0,1,0
14,95,95,24,98,0,0,1,0
14,95,95,24,98,0,0,1,0
14,95,95,24,98,0,0,1,0
14,95,95,25,99,0,0,1,0
14,95,95,26,99,0,0,1,0
14,95,95,26,99,0,0,1,0
14,95,95,26,99,0,0,1,0
14,96,95,27,99,0,0,1,0
14,95,95,27,99,0,0,1,0
14,95,95,27,99,0,0,1,0
14,95,95,27,99,0,0,1,0
14,95,95,27,99,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,24,99,0,0,1,0
14,95,95,23,99,0,0,1,0
14,95,95,22,98,0,0,1,0
14,95,95,23,98,0,0,1,0
14,95,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,24,98,0,0,1,0
14,96,95,24,98,0,0,1,0
14,96,95,24,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,95,23,98,0,0,1,0
14,96,96,23,98,0,0,1,0
14,97,96,23,98,0,0,1,0
14,97,96,21,98,0,0,1,0
14,97,96,21,98,0,0,1,0
14,97,96,21,98,0,0,1,0
14,97,96,21,99,0,0,1,0
14,97,96,19,99,0,0,0,0
14,97,96,19,100,0,0,0,0
14,97,97,19,100,0,0,0,0
14,97,97,19,100,0,0,0,0
14,96,97,19,100,0,0,0,0
14,96,97,17,100,0,0,0,0
14,96,97,17,100,0,0,0,0
14,96,97,17,100,0,0,0,0
14,96,97,17,100,0,0,0,0
14,96,97,17,100,0,0,0,0
14,96,96,15,99,0,0,0,0
14,96,96,15,98,0,0,0,0
14,96,96,16,98,0,0,0,0
14,96,96,16,98,0,0,0,0
14,96,96,16,98,0,0,0,0
14,96,96,15,98,0,0,0,0
14,96,95,17,98,0,0,0,0
14,96,95,17,99,0,0,0,0
14,96,95,17,99,0,0,0,0
14,95,95,16,99,0,0,0,0
14,95,95,16,99,0,0,0,0
14,95,95,18,99,0,0,0,0
14,95,95,18,99,0,0,0,0
